,Item Name,Price,Quantity,Image link
72,Preservative Free Malabar Medium Prawns Pickle - 150g pack, ₹266.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/p/r/prawn_pickle.jpg
73,Preservative Free Malabar Style Chicken Pickle - 150g+ pack, ₹195.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_pickle_1.jpg
74,Queen Fish / Leather Skin Fish, ₹149.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/q/u/queen-fish.jpg
75,Rohu / Rui (1 to 1.4kg), ₹119.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/r/o/rohu_12.jpg
76,Rohu / Rui - 1-1.1Kg Sized Full Fish (Curry Cut) 1 Fish/Pack, ₹259.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/c/screenshot_2020-06-22_at_8.36.47_am_1.jpg
77,Rohu / Rui Extra Large (3kg+), ₹199.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/f/t/fth-rohu-1_5.jpg
78,Rupchanda / Roopchand, ₹109.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/r/o/roopchand_02.jpg
79,Scampi / Attukonchu / Jinga / Golda Chingdi, ₹479.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/_/9/_90a30155d.jpg
80,Seer Fish / King Fish / Surmai / Neymeen / Vanjaram / Anjal (2kg to 5kg), ₹479.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/e/see_fish_1.jpg
81,Seer Fish / King Fish / Surmai / Neymeen / Vanjaram / Anjal (5kg+), ₹599.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/e/seer-fish-5.jpg
82,Silver Pomfret / Avoli (200g to 300g), ₹649.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/i/silver_pomfret_7.jpg
83,Silver Trevally / Kannadi Vatta, ₹199.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/i/silver-travely.jpg
84,Singhara / Seenghala / Ayer / Aar / Long Whiskered Catfish / Vellakoori, ₹299.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/e/seenghala.jpg
85,Skewered Tandoori Prawns (250g Pack), ₹350.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/k/skewered_tandoori_prawns.jpg
86,Spicy Chettinad Chicken (250g Pack), ₹149.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chettinad_chicken_cooked_1.jpg
87,Squid / Koonthal, ₹274.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/5/b/5b3a85125d-edit_1.jpg
88,Squid / Koonthal (Large), ₹399.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/5/b/5b3a85125d-edit_1_2.jpg
89,Tandoori Chicken Legs, ₹270.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/a/tandoori-chicken-legs-fried.jpg
90,Tangy Chicken Ghee Roast (250g pack), ₹175.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_ghee-roast.jpg
91,Tender Chicken Malai Tikka (Boneless) (500g Pack), ₹340.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/m/a/malai_chicken_tikka.jpg
92,Tender Chicken Tikka (Boneless) (500g Pack), ₹278.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_tikka_1.jpg
