,Item Name,Price,Quantity,Image link
43,Snake Head Fish / Varaal / Bral / Kannan / Shol, ₹249.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/v/a/vakka-snake-head-whole.jpg
44,Sole Fish / Manthal / Repti (Small), ₹199.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/o/solefish_small_2.jpg
45,Special Premium Tender and Antibiotic-residue-free Skinless Chicken (2kg Pack), ₹375.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_chicken.jpg
46,Spicy Chettinad Chicken (250g Pack), ₹125.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chettinad_chicken_cooked_1.jpg
47,Squid / Koonthal, ₹319.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/5/b/5b3a85125d-edit_1.jpg
48,Squid / Koonthal (Large), ₹339.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/5/b/5b3a85125d-edit_1_2.jpg
49,Squid / Koonthal (Small), ₹225.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/q/squid.jpg
50,Squid / Koonthal - Tentacles (500g Pack), ₹99.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/q/squid-tentacles_02.jpg
51,Sword Fish, ₹175.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/w/sword_fish.jpg
52,Tandoori Baasa Boneless Fillets, ₹199.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/a/tandoori-baasa_cooked.jpg
53,Tandoori Chicken Legs, ₹249.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/a/tandoori-chicken-legs-fried.jpg
54,Tangy Chicken Ghee Roast (250g pack), ₹125.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_ghee-roast.jpg
55,Tangy Prawns Ghee Roast (250g pack), ₹299.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/p/r/prawn-ghee_roast.jpg
56,Tiger Prawns (Large), ₹425.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/i/tiger_prawn_30_1.jpg
57,Tilapia / Jalebi Fish, ₹89.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/i/tilapia-whole-2.jpg
58,Tilapia / Jalebi Fish (Large), ₹99.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/i/tilapia-whole.jpg
59,Trevally / Vatta (Large), ₹225.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/r/trevally_large.jpg
60,Vegetable Kurma Cut Vegetable Mix - 500g Pack (Ozone Washed), ₹99.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/v/e/vegetable_kurma_mix.jpg
